name|code|imgSource|deckPerc|avgCount
Salamangreat Balelynx|14812471|https://images.ygoprodeck.com/images/cards_small/14812471.jpg|1.0|3.0
Salamangreat Raging Phoenix|57134592|https://images.ygoprodeck.com/images/cards_small/57134592.jpg|1.0|2.0
Salamangreat Sunlight Wolf|87871125|https://images.ygoprodeck.com/images/cards_small/87871125.jpg|1.0|2.0
Salamangreat Pyro Phoenix|31313405|https://images.ygoprodeck.com/images/cards_small/31313405.jpg|1.0|2.0
Salamangreat Miragestallio|87327776|https://images.ygoprodeck.com/images/cards_small/87327776.jpg|1.0|1.0
Brotherhood of the Fire Fist - Horse Prince|74168099|https://images.ygoprodeck.com/images/cards_small/74168099.jpg|1.0|1.0
Knightmare Phoenix|2857636|https://images.ygoprodeck.com/images/cards_small/2857636.jpg|1.0|1.0
S:P Little Knight|29301450|https://images.ygoprodeck.com/images/cards_small/29301450.jpg|1.0|1.0
Hiita the Fire Charmer, Ablaze|48815792|https://images.ygoprodeck.com/images/cards_small/48815792.jpg|1.0|1.0
Promethean Princess, Bestower of Flames|2772337|https://images.ygoprodeck.com/images/cards_small/2772337.jpg|1.0|1.0
